lead_id,timestamp,channel,variant,device,time_spent_sec,converted,lead_quality_score,ad_spend_cpc
LD-45252,2026-06-24 10:56:27.033646428,Paid Search,VarA_ShortForm,Mobile,5.0,0,0,2.46
LD-45253,2026-06-24 10:56:30.395693499,Paid Search,VarA_ShortForm,Mobile,16.4,0,0,2.86
LD-45254,2026-06-24 10:57:41.246487938,Paid Search,VarA_ShortForm,Desktop,18.6,0,0,4.09
LD-45255,2026-06-24 10:57:45.900406929,Paid Search,VarB_Interactive,Desktop,10.2,0,0,3.79
LD-45256,2026-06-24 10:57:53.130573249,Paid Search,VarA_ShortForm,Desktop,7.3,0,0,3.36
LD-45257,2026-06-24 11:00:16.311408007,Paid Search,Control,Mobile,20.1,0,0,4.32
LD-45258,2026-06-24 11:00:40.260793430,Organic,VarA_ShortForm,Desktop,3.1,0,0,0.0
LD-45259,2026-06-24 11:00:59.923479147,Paid Search,VarB_Interactive,Mobile,6.5,0,0,3.11
LD-45260,2026-06-24 11:01:42.148470831,Paid Search,VarA_ShortForm,Desktop,20.2,0,0,3.78
LD-45261,2026-06-24 11:02:09.188044668,Paid Social,VarA_ShortForm,Mobile,3.5,0,0,1.88
LD-45262,2026-06-24 11:02:28.731939496,Organic,Control,Desktop,4.2,0,0,0.0
LD-45263,2026-06-24 11:03:36.803241640,Paid Search,VarB_Interactive,Mobile,25.0,0,0,3.55
LD-45264,2026-06-24 11:04:24.017280070,Paid Search,VarA_ShortForm,Mobile,6.1,0,0,2.4
LD-45265,2026-06-24 11:04:50.367307989,Email Direct,VarB_Interactive,Desktop,13.9,0,0,0.0
LD-45266,2026-06-24 11:05:11.239915741,Paid Search,VarA_ShortForm,Mobile,7.0,0,0,2.81
LD-45267,2026-06-24 11:05:19.724978181,Organic,Control,Mobile,5.7,0,0,0.0
LD-45268,2026-06-24 11:06:38.397251063,Paid Social,VarA_ShortForm,Mobile,4.2,0,0,1.76
LD-45269,2026-06-24 11:10:19.360651840,Paid Social,Control,Mobile,21.6,0,0,2.19
LD-45270,2026-06-24 11:10:46.941432405,Paid Social,VarA_ShortForm,Mobile,11.3,0,0,1.74
LD-45271,2026-06-24 11:10:49.660496447,Paid Search,VarA_ShortForm,Desktop,12.5,0,0,2.56
LD-45272,2026-06-24 11:12:17.205619674,Paid Search,VarA_ShortForm,Mobile,17.0,0,0,4.26
LD-45273,2026-06-24 11:12:17.569223743,Paid Search,VarA_ShortForm,Desktop,8.0,0,0,3.48
LD-45274,2026-06-24 11:14:49.473137823,Paid Social,VarB_Interactive,Mobile,23.0,0,0,2.35
LD-45275,2026-06-24 11:17:03.874457546,Organic,VarB_Interactive,Mobile,11.4,0,0,0.0
LD-45276,2026-06-24 11:17:27.167440282,Paid Search,VarA_ShortForm,Mobile,7.6,0,0,4.16
LD-45277,2026-06-24 11:18:12.141031806,Paid Search,Control,Desktop,19.5,0,0,3.37
LD-45278,2026-06-24 11:18:56.977635442,Paid Social,VarB_Interactive,Mobile,4.5,0,0,2.43
LD-45279,2026-06-24 11:19:03.174679044,Paid Search,VarB_Interactive,Mobile,5.4,0,0,3.12
LD-45280,2026-06-24 11:19:29.936006438,Paid Search,VarA_ShortForm,Desktop,8.0,0,0,2.83
LD-45281,2026-06-24 11:20:47.705255546,Organic,VarA_ShortForm,Desktop,11.4,0,0,0.0
LD-45282,2026-06-24 11:21:22.949421083,Organic,VarA_ShortForm,Desktop,6.4,0,0,0.0
LD-45283,2026-06-24 11:21:28.718438901,Organic,VarA_ShortForm,Desktop,4.7,0,0,0.0
LD-45284,2026-06-24 11:24:14.608380739,Paid Search,VarB_Interactive,Desktop,7.8,0,0,4.47
LD-45285,2026-06-24 11:24:18.189841860,Paid Search,Control,Mobile,17.2,0,0,3.69
LD-45286,2026-06-24 11:26:41.974838610,Paid Social,VarB_Interactive,Mobile,10.6,0,0,1.7
LD-45287,2026-06-24 11:29:13.085287608,Paid Search,Control,Mobile,27.9,0,0,3.81
LD-45288,2026-06-24 11:30:32.850836896,Paid Search,Control,Mobile,11.0,0,0,3.01
LD-45289,2026-06-24 11:34:08.708797416,Paid Social,Control,Mobile,10.7,0,0,2.89
LD-45290,2026-06-24 11:34:10.961253617,Email Direct,Control,Mobile,7.0,0,0,0.0
LD-45291,2026-06-24 11:34:36.787659594,Paid Social,VarB_Interactive,Mobile,5.6,0,0,2.08
LD-45292,2026-06-24 11:37:56.255701627,Paid Search,VarB_Interactive,Desktop,5.8,0,0,3.72
LD-45293,2026-06-24 11:38:07.635732300,Paid Social,VarB_Interactive,Mobile,13.2,0,0,2.3
LD-45294,2026-06-24 11:38:26.929059867,Paid Social,Control,Mobile,61.1,1,78,2.87
LD-45295,2026-06-24 11:39:03.617821416,Paid Search,VarB_Interactive,Mobile,5.4,0,0,3.62
LD-45296,2026-06-24 11:40:09.225987674,Paid Social,VarA_ShortForm,Mobile,22.8,0,0,2.62
LD-45297,2026-06-24 11:40:23.187561272,Paid Social,Control,Mobile,9.6,0,0,1.87
LD-45298,2026-06-24 11:41:08.424398691,Paid Search,VarA_ShortForm,Desktop,15.7,0,0,3.36
LD-45299,2026-06-24 11:41:27.540171179,Paid Social,VarA_ShortForm,Mobile,11.5,0,0,2.26
LD-45300,2026-06-24 11:42:12.924422800,Paid Search,VarA_ShortForm,Desktop,4.4,0,0,2.43
LD-45301,2026-06-24 11:42:18.008155627,Organic,Control,Desktop,6.2,0,0,0.0
LD-45302,2026-06-24 11:42:45.375741735,Paid Social,VarB_Interactive,Mobile,13.1,0,0,1.66
LD-45303,2026-06-24 11:42:48.848402292,Paid Social,VarB_Interactive,Mobile,10.4,0,0,1.7
LD-45304,2026-06-24 11:43:21.534127954,Paid Search,VarB_Interactive,Mobile,9.5,0,0,3.17
LD-45305,2026-06-24 11:44:06.997979240,Organic,Control,Mobile,8.6,0,0,0.0
LD-45306,2026-06-24 11:44:15.833735607,Organic,VarA_ShortForm,Mobile,28.2,0,0,0.0
LD-45307,2026-06-24 11:44:52.708304895,Paid Search,Control,Mobile,9.5,0,0,3.88
LD-45308,2026-06-24 11:44:56.211701067,Organic,Control,Mobile,20.9,0,0,0.0
LD-45309,2026-06-24 11:45:05.822032787,Paid Social,VarB_Interactive,Mobile,11.1,0,0,1.8
LD-45310,2026-06-24 11:45:35.580661567,Email Direct,Control,Mobile,3.4,0,0,0.0
LD-45311,2026-06-24 11:45:58.135519711,Paid Search,Control,Mobile,11.6,0,0,3.17
LD-45312,2026-06-24 11:47:07.368453057,Paid Search,VarA_ShortForm,Mobile,12.7,0,0,2.59
LD-45313,2026-06-24 11:48:15.831985829,Paid Social,VarB_Interactive,Mobile,39.8,1,85,2.37
LD-45314,2026-06-24 11:49:36.656212228,Paid Search,VarB_Interactive,Mobile,16.9,0,0,4.26
LD-45315,2026-06-24 11:52:29.585595482,Organic,VarB_Interactive,Mobile,7.5,0,0,0.0
LD-45316,2026-06-24 11:52:30.795240324,Email Direct,VarA_ShortForm,Mobile,11.8,0,0,0.0
LD-45317,2026-06-24 11:52:34.428954223,Email Direct,VarB_Interactive,Mobile,5.9,0,0,0.0
LD-45318,2026-06-24 11:54:10.287270038,Paid Search,Control,Desktop,7.3,0,0,3.35
LD-45319,2026-06-24 11:54:43.314742501,Paid Social,VarB_Interactive,Mobile,8.9,0,0,2.45
LD-45320,2026-06-24 11:54:49.092277680,Paid Search,VarB_Interactive,Mobile,8.8,0,0,2.43
LD-45321,2026-06-24 11:55:18.327105979,Organic,VarA_ShortForm,Desktop,3.9,0,0,0.0
LD-45322,2026-06-24 11:55:46.983331678,Paid Social,Control,Mobile,8.0,0,0,2.06
LD-45323,2026-06-24 11:57:00.803263099,Paid Search,VarB_Interactive,Desktop,19.1,0,0,3.88
LD-45324,2026-06-24 11:58:02.003204712,Paid Social,VarB_Interactive,Mobile,6.2,0,0,2.63
LD-45325,2026-06-24 11:58:07.919601541,Paid Search,VarA_ShortForm,Desktop,13.0,0,0,3.37
LD-45326,2026-06-24 11:58:24.001545008,Paid Search,VarB_Interactive,Mobile,6.0,0,0,3.44
LD-45327,2026-06-24 11:58:28.371822075,Paid Search,Control,Desktop,7.4,0,0,2.53
LD-45328,2026-06-24 11:58:51.712846625,Organic,Control,Desktop,9.1,0,0,0.0
LD-45329,2026-06-24 12:00:00.259623867,Paid Social,VarB_Interactive,Mobile,11.3,0,0,1.41
LD-45330,2026-06-24 12:00:46.829122041,Paid Search,VarA_ShortForm,Mobile,31.7,0,0,2.53
LD-45331,2026-06-24 12:02:19.674229213,Paid Search,VarB_Interactive,Mobile,6.1,0,0,3.75
LD-45332,2026-06-24 12:04:24.736079751,Paid Social,Control,Desktop,4.5,0,0,1.53
LD-45333,2026-06-24 12:05:53.099647702,Paid Social,VarA_ShortForm,Mobile,14.4,0,0,1.28
LD-45334,2026-06-24 12:06:20.544934837,Paid Search,Control,Mobile,12.8,0,0,2.83
LD-45335,2026-06-24 12:07:00.571823657,Paid Social,VarA_ShortForm,Mobile,26.0,0,0,1.74
LD-45336,2026-06-24 12:07:15.894707859,Paid Search,Control,Mobile,4.6,0,0,2.6
LD-45337,2026-06-24 12:11:12.168025720,Organic,Control,Desktop,4.9,0,0,0.0
LD-45338,2026-06-24 12:11:59.026658009,Paid Search,VarB_Interactive,Mobile,8.8,0,0,3.9
LD-45339,2026-06-24 12:12:30.148413370,Organic,VarA_ShortForm,Mobile,3.8,0,0,0.0
LD-45340,2026-06-24 12:13:15.168383405,Paid Social,VarB_Interactive,Mobile,3.9,0,0,2.79
LD-45341,2026-06-24 12:13:48.609025042,Organic,VarA_ShortForm,Desktop,15.1,0,0,0.0
LD-45342,2026-06-24 12:14:41.953106813,Paid Social,VarA_ShortForm,Mobile,5.1,0,0,2.22
LD-45343,2026-06-24 12:15:58.146868447,Email Direct,Control,Mobile,3.5,0,0,0.0
LD-45344,2026-06-24 12:17:29.546787012,Paid Search,VarB_Interactive,Mobile,23.9,0,0,4.05
LD-45345,2026-06-24 12:18:19.668643563,Paid Search,VarB_Interactive,Desktop,14.7,0,0,3.71
LD-45346,2026-06-24 12:18:25.511718806,Paid Search,VarA_ShortForm,Mobile,8.9,0,0,3.3
LD-45347,2026-06-24 12:19:48.305386149,Paid Search,VarA_ShortForm,Mobile,48.6,0,0,2.74
LD-45348,2026-06-24 12:19:54.289946952,Organic,Control,Desktop,17.7,0,0,0.0
LD-45349,2026-06-24 12:20:49.114081576,Paid Search,Control,Desktop,17.4,0,0,2.42
LD-45350,2026-06-24 12:23:07.655143102,Organic,VarB_Interactive,Mobile,5.8,0,0,0.0
LD-45351,2026-06-24 12:25:00.890482109,Paid Social,VarA_ShortForm,Mobile,3.4,0,0,1.59
LD-45352,2026-06-24 12:25:11.593088493,Email Direct,VarB_Interactive,Desktop,16.8,0,0,0.0
LD-45353,2026-06-24 12:25:12.679570253,Paid Search,Control,Mobile,16.7,0,0,3.52
LD-45354,2026-06-24 12:25:34.323535772,Paid Search,VarB_Interactive,Mobile,7.7,0,0,2.83
LD-45355,2026-06-24 12:26:08.942859421,Paid Search,VarB_Interactive,Mobile,5.0,0,0,2.98
LD-45356,2026-06-24 12:26:44.926909603,Paid Social,VarA_ShortForm,Mobile,11.0,0,0,2.58
LD-45357,2026-06-24 12:27:06.360062158,Organic,VarA_ShortForm,Mobile,18.3,0,0,0.0
LD-45358,2026-06-24 12:27:35.036510488,Paid Search,VarA_ShortForm,Desktop,27.0,0,0,4.49
LD-45359,2026-06-24 12:29:37.387374974,Email Direct,VarA_ShortForm,Desktop,20.6,0,0,0.0
LD-45360,2026-06-24 12:30:14.148186671,Paid Search,VarA_ShortForm,Desktop,31.2,0,0,2.99
LD-45361,2026-06-24 12:31:28.133315417,Organic,VarA_ShortForm,Mobile,14.8,0,0,0.0
LD-45362,2026-06-24 12:32:53.463902966,Organic,VarB_Interactive,Desktop,9.4,0,0,0.0
LD-45363,2026-06-24 12:33:55.131437196,Paid Search,VarA_ShortForm,Desktop,10.2,0,0,3.01
LD-45364,2026-06-24 12:34:30.814313085,Email Direct,VarB_Interactive,Desktop,13.0,0,0,0.0
LD-45365,2026-06-24 12:36:10.420229119,Email Direct,Control,Mobile,5.3,0,0,0.0
LD-45366,2026-06-24 12:36:53.168569550,Email Direct,VarA_ShortForm,Mobile,18.6,0,0,0.0
LD-45367,2026-06-24 12:38:47.987872113,Paid Search,VarB_Interactive,Mobile,37.9,0,0,2.45
LD-45368,2026-06-24 12:39:28.234474095,Email Direct,VarB_Interactive,Desktop,29.6,0,0,0.0
LD-45369,2026-06-24 12:39:50.748183936,Paid Search,VarA_ShortForm,Mobile,52.0,0,0,3.68
LD-45370,2026-06-24 12:40:10.673949367,Paid Social,VarA_ShortForm,Mobile,14.2,0,0,2.07
LD-45371,2026-06-24 12:41:31.874812379,Paid Search,Control,Desktop,10.0,0,0,3.44
LD-45372,2026-06-24 12:45:17.516533450,Paid Social,Control,Desktop,5.9,0,0,1.29
LD-45373,2026-06-24 12:46:18.986567570,Organic,Control,Desktop,22.6,0,0,0.0
LD-45374,2026-06-24 12:47:52.477047329,Paid Search,VarA_ShortForm,Desktop,19.7,0,0,3.52
LD-45375,2026-06-24 12:48:44.122187638,Organic,VarA_ShortForm,Mobile,8.1,0,0,0.0
LD-45376,2026-06-24 12:50:50.271676217,Paid Social,Control,Mobile,19.4,0,0,1.79
LD-45377,2026-06-24 12:51:17.810489726,Paid Search,VarA_ShortForm,Mobile,4.3,0,0,3.84
LD-45378,2026-06-24 12:54:10.753424943,Paid Search,VarA_ShortForm,Desktop,32.3,0,0,2.68
LD-45379,2026-06-24 12:55:35.797862853,Paid Social,Control,Mobile,18.8,0,0,1.44
LD-45380,2026-06-24 12:56:26.658303473,Paid Search,Control,Desktop,10.7,0,0,3.59
LD-45381,2026-06-24 12:58:00.142049250,Organic,VarB_Interactive,Mobile,3.8,0,0,0.0
LD-45382,2026-06-24 13:01:03.306750169,Paid Search,VarB_Interactive,Desktop,13.4,0,0,3.74
LD-45383,2026-06-24 13:02:12.142545060,Paid Social,VarB_Interactive,Desktop,12.3,0,0,2.21
LD-45384,2026-06-24 13:02:15.040453950,Paid Social,VarB_Interactive,Mobile,3.0,0,0,2.22
LD-45385,2026-06-24 13:02:50.477708025,Paid Search,VarB_Interactive,Desktop,3.9,0,0,4.48
LD-45386,2026-06-24 13:04:58.151436590,Organic,Control,Desktop,6.5,0,0,0.0
LD-45387,2026-06-24 13:04:59.143676375,Paid Search,VarA_ShortForm,Desktop,4.9,0,0,4.15
LD-45388,2026-06-24 13:06:18.664688158,Email Direct,VarA_ShortForm,Mobile,8.4,0,0,0.0
LD-45389,2026-06-24 13:06:48.725422139,Paid Search,VarA_ShortForm,Desktop,6.3,0,0,3.64
LD-45390,2026-06-24 13:06:56.692941162,Paid Search,VarA_ShortForm,Desktop,3.6,0,0,2.54
LD-45391,2026-06-24 13:07:18.494968699,Organic,Control,Desktop,7.6,0,0,0.0
LD-45392,2026-06-24 13:07:32.964672923,Paid Social,VarB_Interactive,Mobile,47.1,1,82,1.78
LD-45393,2026-06-24 13:08:12.304336290,Paid Social,VarA_ShortForm,Mobile,23.1,0,0,1.91
LD-45394,2026-06-24 13:09:22.791272000,Paid Search,VarA_ShortForm,Mobile,4.2,0,0,3.65
LD-45395,2026-06-24 13:09:48.375336591,Paid Search,VarA_ShortForm,Mobile,14.4,0,0,4.37
LD-45396,2026-06-24 13:11:12.649340974,Email Direct,Control,Desktop,5.2,0,0,0.0
LD-45397,2026-06-24 13:11:50.081432634,Paid Social,VarA_ShortForm,Mobile,4.3,0,0,2.4
LD-45398,2026-06-24 13:12:42.881625651,Paid Search,VarB_Interactive,Desktop,6.7,0,0,3.78
LD-45399,2026-06-24 13:14:21.092994095,Paid Search,VarA_ShortForm,Desktop,11.4,0,0,2.63
LD-45400,2026-06-24 13:14:45.683352349,Organic,Control,Desktop,12.2,0,0,0.0
LD-45401,2026-06-24 13:14:56.404574298,Organic,Control,Desktop,8.2,0,0,0.0
LD-45402,2026-06-24 13:15:06.265172625,Paid Search,VarB_Interactive,Desktop,36.0,0,0,3.43
LD-45403,2026-06-24 13:15:15.716418006,Email Direct,VarB_Interactive,Desktop,45.3,1,82,0.0
LD-45404,2026-06-24 13:16:01.850442795,Paid Search,VarB_Interactive,Mobile,3.0,0,0,3.65
LD-45405,2026-06-24 13:19:36.091930691,Email Direct,VarB_Interactive,Desktop,6.4,0,0,0.0
LD-45406,2026-06-24 13:19:49.205714734,Paid Search,Control,Desktop,17.9,0,0,4.2
LD-45407,2026-06-24 13:20:11.295840674,Email Direct,VarA_ShortForm,Mobile,7.3,0,0,0.0
LD-45408,2026-06-24 13:20:45.833630042,Paid Social,VarA_ShortForm,Mobile,22.2,0,0,2.73
LD-45409,2026-06-24 13:22:00.322343264,Paid Search,VarB_Interactive,Desktop,35.8,0,0,3.97
LD-45410,2026-06-24 13:23:33.518135033,Paid Social,VarA_ShortForm,Mobile,17.0,0,0,1.87
LD-45411,2026-06-24 13:23:40.010838913,Paid Search,VarB_Interactive,Desktop,8.9,0,0,4.0
LD-45412,2026-06-24 13:24:43.776145169,Paid Search,VarA_ShortForm,Mobile,11.2,0,0,3.89
LD-45413,2026-06-24 13:26:19.743431728,Paid Social,VarB_Interactive,Mobile,9.7,0,0,2.04
LD-45414,2026-06-24 13:27:15.709671802,Organic,VarA_ShortForm,Desktop,17.1,1,73,0.0
LD-45415,2026-06-24 13:27:58.966675143,Organic,VarB_Interactive,Desktop,6.9,0,0,0.0
LD-45416,2026-06-24 13:28:53.925644523,Email Direct,Control,Desktop,11.9,0,0,0.0
LD-45417,2026-06-24 13:31:08.849400190,Organic,VarA_ShortForm,Mobile,14.2,0,0,0.0
LD-45418,2026-06-24 13:31:13.519969004,Paid Social,Control,Mobile,17.2,0,0,2.88
LD-45419,2026-06-24 13:34:22.777123893,Paid Search,Control,Desktop,14.4,0,0,3.55
LD-45420,2026-06-24 13:36:36.065394840,Organic,VarA_ShortForm,Mobile,5.3,0,0,0.0
LD-45421,2026-06-24 13:37:24.313865168,Paid Search,VarA_ShortForm,Mobile,4.6,0,0,2.46
LD-45422,2026-06-24 13:37:59.845960474,Organic,VarA_ShortForm,Mobile,31.6,1,79,0.0
LD-45423,2026-06-24 13:38:29.230662934,Paid Social,Control,Mobile,7.3,0,0,1.45
LD-45424,2026-06-24 13:39:04.676714490,Paid Social,VarB_Interactive,Mobile,37.6,0,0,1.6
LD-45425,2026-06-24 13:40:08.994063961,Paid Search,VarB_Interactive,Desktop,8.5,0,0,4.03
LD-45426,2026-06-24 13:40:47.832240030,Paid Search,Control,Desktop,4.9,0,0,3.13
LD-45427,2026-06-24 13:41:16.321476751,Paid Social,VarA_ShortForm,Mobile,37.9,0,0,1.63
LD-45428,2026-06-24 13:41:27.955963472,Paid Search,VarB_Interactive,Desktop,50.2,1,86,3.1
LD-45429,2026-06-24 13:44:04.853213578,Paid Search,VarA_ShortForm,Desktop,11.9,0,0,3.5
LD-45430,2026-06-24 13:45:47.333820611,Paid Search,Control,Mobile,4.2,0,0,2.66
LD-45431,2026-06-24 13:46:34.805767229,Paid Social,Control,Mobile,3.6,0,0,1.64
LD-45432,2026-06-24 13:46:55.591161355,Paid Social,Control,Mobile,8.7,0,0,1.22
LD-45433,2026-06-24 13:47:47.015523565,Paid Social,Control,Mobile,15.3,0,0,1.97
LD-45434,2026-06-24 13:47:59.200933263,Paid Search,VarA_ShortForm,Mobile,10.1,0,0,4.36
LD-45435,2026-06-24 13:48:58.327583633,Paid Social,VarA_ShortForm,Mobile,22.0,0,0,2.12
LD-45436,2026-06-24 13:49:10.919003598,Paid Search,VarA_ShortForm,Mobile,3.1,0,0,4.04
LD-45437,2026-06-24 13:49:39.253537329,Paid Search,Control,Desktop,3.2,0,0,2.59
LD-45438,2026-06-24 13:49:39.353260600,Paid Social,VarA_ShortForm,Mobile,11.4,0,0,2.74
LD-45439,2026-06-24 13:52:21.213308120,Paid Social,VarA_ShortForm,Mobile,11.2,0,0,2.52
LD-45440,2026-06-24 13:52:27.427308975,Paid Social,VarA_ShortForm,Mobile,5.1,0,0,2.75
LD-45441,2026-06-24 13:52:38.859102710,Paid Social,VarA_ShortForm,Mobile,6.0,0,0,2.81
LD-45442,2026-06-24 13:54:04.199454958,Paid Social,VarB_Interactive,Mobile,6.6,0,0,1.61
LD-45443,2026-06-24 13:55:50.384586978,Paid Search,VarB_Interactive,Desktop,4.8,0,0,3.72
LD-45444,2026-06-24 13:56:17.505152223,Paid Search,VarA_ShortForm,Desktop,33.2,0,0,4.06
LD-45445,2026-06-24 13:58:55.506043502,Paid Search,Control,Desktop,17.1,0,0,4.49
LD-45446,2026-06-24 13:59:52.707789352,Organic,VarA_ShortForm,Mobile,14.9,0,0,0.0
LD-45447,2026-06-24 14:00:11.240705719,Paid Search,VarA_ShortForm,Desktop,14.3,0,0,4.18
LD-45448,2026-06-24 14:00:50.055021975,Email Direct,VarA_ShortForm,Desktop,24.1,0,0,0.0
LD-45449,2026-06-24 14:02:28.548396770,Email Direct,VarA_ShortForm,Desktop,6.1,0,0,0.0
LD-45450,2026-06-24 14:03:05.478561768,Email Direct,VarB_Interactive,Desktop,15.4,0,0,0.0
LD-45451,2026-06-24 14:03:26.019816890,Paid Social,VarA_ShortForm,Desktop,8.4,0,0,2.77
LD-45452,2026-06-24 14:03:42.890895991,Paid Social,VarA_ShortForm,Mobile,3.9,0,0,2.85
LD-45453,2026-06-24 14:03:46.711156393,Paid Search,Control,Desktop,9.7,0,0,3.68
LD-45454,2026-06-24 14:04:05.050660662,Paid Search,VarA_ShortForm,Desktop,7.4,0,0,3.24
LD-45455,2026-06-24 14:04:37.653825630,Paid Search,VarB_Interactive,Desktop,9.6,0,0,3.59
LD-45456,2026-06-24 14:05:59.554820702,Email Direct,VarA_ShortForm,Mobile,17.2,0,0,0.0
LD-45457,2026-06-24 14:07:00.427895294,Paid Social,Control,Desktop,9.9,0,0,1.97
LD-45458,2026-06-24 14:07:13.092803413,Email Direct,VarA_ShortForm,Desktop,30.7,0,0,0.0
LD-45459,2026-06-24 14:07:53.863557682,Organic,Control,Desktop,5.7,0,0,0.0
LD-45460,2026-06-24 14:07:59.377445257,Paid Social,VarB_Interactive,Desktop,5.0,0,0,1.27
LD-45461,2026-06-24 14:08:06.531272367,Paid Search,VarA_ShortForm,Desktop,12.6,0,0,3.29
LD-45462,2026-06-24 14:08:34.360625045,Organic,VarB_Interactive,Mobile,6.1,0,0,0.0
LD-45463,2026-06-24 14:08:54.039060487,Paid Search,Control,Desktop,11.1,0,0,2.85
LD-45464,2026-06-24 14:10:06.277365110,Paid Search,VarA_ShortForm,Desktop,18.3,1,74,3.75
LD-45465,2026-06-24 14:10:55.323673455,Paid Search,VarA_ShortForm,Desktop,3.5,0,0,3.46
LD-45466,2026-06-24 14:11:04.264412721,Paid Social,Control,Mobile,9.8,0,0,1.23
LD-45467,2026-06-24 14:14:24.981719945,Organic,Control,Desktop,11.2,0,0,0.0
LD-45468,2026-06-24 14:14:39.727564322,Paid Social,VarB_Interactive,Desktop,34.1,0,0,1.44
LD-45469,2026-06-24 14:21:41.054676801,Paid Social,Control,Mobile,7.4,0,0,2.6
LD-45470,2026-06-24 14:22:16.314756209,Paid Social,VarA_ShortForm,Desktop,7.2,0,0,1.85
LD-45471,2026-06-24 14:23:23.321669890,Paid Social,VarB_Interactive,Desktop,12.4,0,0,1.63
LD-45472,2026-06-24 14:26:26.054189337,Email Direct,Control,Mobile,8.1,0,0,0.0
LD-45473,2026-06-24 14:29:37.069895381,Paid Search,VarB_Interactive,Mobile,13.6,0,0,4.25
LD-45474,2026-06-24 14:32:28.179935286,Paid Search,Control,Desktop,6.8,0,0,2.83
LD-45475,2026-06-24 14:32:47.737727844,Paid Search,VarB_Interactive,Desktop,7.4,0,0,4.3
LD-45476,2026-06-24 14:33:10.880751936,Paid Social,VarA_ShortForm,Desktop,8.3,0,0,2.31
LD-45477,2026-06-24 14:34:13.577173725,Email Direct,Control,Desktop,15.9,0,0,0.0
LD-45478,2026-06-24 14:36:06.697139566,Paid Social,VarA_ShortForm,Desktop,4.6,0,0,1.23
LD-45479,2026-06-24 14:36:32.052761675,Paid Search,VarA_ShortForm,Mobile,23.6,1,63,4.41
LD-45480,2026-06-24 14:36:39.498243198,Paid Search,VarA_ShortForm,Desktop,10.4,0,0,3.31
LD-45481,2026-06-24 14:37:21.271996072,Paid Social,VarB_Interactive,Mobile,13.1,0,0,2.34
LD-45482,2026-06-24 14:37:58.296133467,Paid Search,VarB_Interactive,Desktop,21.7,0,0,3.13
LD-45483,2026-06-24 14:39:56.902970156,Paid Social,Control,Mobile,12.4,0,0,1.56
LD-45484,2026-06-24 14:40:49.400432139,Organic,VarA_ShortForm,Desktop,3.4,0,0,0.0
LD-45485,2026-06-24 14:40:50.847143029,Paid Search,Control,Mobile,14.0,0,0,3.6
LD-45486,2026-06-24 14:41:24.151060430,Paid Search,VarA_ShortForm,Mobile,3.0,0,0,2.43
LD-45487,2026-06-24 14:42:46.135532984,Organic,VarB_Interactive,Desktop,5.8,0,0,0.0
LD-45488,2026-06-24 14:43:42.460739033,Paid Search,VarA_ShortForm,Desktop,16.7,0,0,3.67
LD-45489,2026-06-24 14:45:18.306022789,Organic,VarB_Interactive,Desktop,17.0,0,0,0.0
LD-45490,2026-06-24 14:46:26.100938081,Email Direct,VarA_ShortForm,Mobile,3.4,0,0,0.0
LD-45491,2026-06-24 14:52:28.570689568,Paid Social,VarB_Interactive,Desktop,25.4,0,0,1.45
LD-45492,2026-06-24 14:53:28.215077960,Paid Social,VarA_ShortForm,Mobile,3.9,0,0,2.01
LD-45493,2026-06-24 14:54:28.115522915,Paid Search,VarB_Interactive,Mobile,7.2,0,0,2.94
LD-45494,2026-06-24 14:54:45.340505538,Paid Search,VarB_Interactive,Mobile,12.8,0,0,2.52
LD-45495,2026-06-24 14:54:55.246677768,Paid Social,Control,Desktop,3.4,0,0,2.23
LD-45496,2026-06-24 14:54:57.546133068,Paid Social,VarB_Interactive,Mobile,10.1,0,0,2.22
LD-45497,2026-06-24 14:55:07.173342046,Organic,VarB_Interactive,Desktop,5.3,0,0,0.0
LD-45498,2026-06-24 14:56:03.164892897,Paid Social,Control,Mobile,9.4,0,0,1.97
LD-45499,2026-06-24 14:56:47.516364571,Email Direct,Control,Desktop,15.2,0,0,0.0
LD-45500,2026-06-24 14:59:00.197462590,Paid Search,VarA_ShortForm,Desktop,9.9,0,0,2.47
LD-45501,2026-06-24 14:59:32.961887336,Email Direct,Control,Desktop,3.4,0,0,0.0
LD-45502,2026-06-24 15:00:59.981296661,Paid Search,VarA_ShortForm,Mobile,10.2,0,0,2.79
LD-45503,2026-06-24 15:02:07.230545955,Paid Social,VarB_Interactive,Mobile,27.4,0,0,1.59
LD-45504,2026-06-24 15:04:22.171628582,Email Direct,VarA_ShortForm,Desktop,11.5,0,0,0.0
LD-45505,2026-06-24 15:05:09.354360544,Paid Social,Control,Mobile,17.1,0,0,1.85
LD-45506,2026-06-24 15:06:16.317527419,Paid Search,VarB_Interactive,Mobile,9.4,0,0,3.51
LD-45507,2026-06-24 15:08:08.338634571,Paid Social,Control,Desktop,57.6,1,85,2.36
LD-45508,2026-06-24 15:09:01.030457597,Email Direct,Control,Desktop,10.7,0,0,0.0
LD-45509,2026-06-24 15:09:27.500605831,Email Direct,VarA_ShortForm,Desktop,3.9,0,0,0.0
LD-45510,2026-06-24 15:09:32.280671504,Paid Social,VarB_Interactive,Mobile,13.1,0,0,1.23
LD-45511,2026-06-24 15:10:41.394518078,Paid Social,VarA_ShortForm,Mobile,8.3,0,0,1.33
LD-45512,2026-06-24 15:11:59.904722048,Email Direct,VarB_Interactive,Desktop,3.8,0,0,0.0
